10, 1, 2, 1

11, 1, 4, 2
20, 2, 1, 1, "test1" "test2"
21, 2, 3, 2,
22, 2, 4, 3,
30, 3, 2, 2
40, 4, 1, 2
41, 4, 2, 3
42, 4, 7, 3
50, 5, 1, 1
51, 5, 6, 2
60, 6, 5, 2
61, 6, 7, 2
62, 6, 9, 3
70, 7, 4, 3
71, 7, 6, 2
72, 7, 11, 3
80, 8, 3, 1
81, 8, 9, 2
82, 8, 12, 3
90, 9, 6, 3
91, 9, 8, 2
92, 9, 10, 3
100, 10, 9, 3
101, 10, 11, 2
102, 10, 13, 3
110, 11, 7, 3
111, 11, 10, 2
112, 11, 13, 3
120, 12, 8, 3
121, 12, 15, 2
130, 13, 10, 3
131, 13, 11, 3
132, 13, 15, 3
133, 13, 16, 4
134, 13, 17, 5
140, 14, 11, 1
141, 14, 19, 2
150, 15, 12, 2
151, 15, 13, 3
152, 15, 18, 3
153, 15, 20, 4
154, 15, 21, 5
160, 16, 13, 4
170, 17, 13, 5
171, 17, 22, 2
180, 18, 15, 3
181, 18, 20, 2
190, 19, 14, 2
191, 19, 22, 2
200, 20, 15, 4
201, 20, 18, 2
202, 20, 21, 3
210, 21, 15, 5
211, 21, 20, 3
212, 21, 22, 3
220, 22, 17, 2
221, 22, 19, 2
222, 22, 21, 3

wait, 5000

110, 1, 102, 11

111, 1, 104, 12
120, 102, 1, 11, "test1" "test2"
121, 102, 103, 2,
122, 102, 104, 13,
130, 103, 102, 2
140, 104, 1, 12
141, 104, 102, 3
142, 104, 107, 3
150, 105, 1, 1
151, 105, 106, 2
160, 106, 105, 2
161, 106, 107, 2
162, 106, 109, 3
170, 107, 104, 3
171, 107, 106, 2
172, 107, 111, 3
180, 108, 103, 1
181, 108, 109, 2
182, 108, 112, 3
190, 109, 106, 3
191, 109, 108, 2
192, 109, 110, 3
1100, 110, 109, 3
1101, 110, 111, 2
1102, 110, 113, 3
1110, 111, 107, 3
1111, 111, 110, 2
1112, 111, 113, 3
1120, 112, 108, 3
1121, 112, 115, 2
1130, 113, 110, 3
1131, 113, 111, 3
1132, 113, 115, 3
1133, 113, 116, 4
1134, 113, 117, 5
1140, 114, 111, 1
1141, 114, 119, 2
1150, 115, 112, 2
1151, 115, 113, 3
1152, 115, 118, 3
1153, 115, 120, 4
1154, 115, 121, 5
1160, 116, 113, 4
1170, 117, 113, 5
1171, 117, 122, 2
1180, 118, 115, 3
1181, 118, 120, 2
1190, 119, 114, 2
1191, 119, 122, 2
1200, 120, 115, 4
1201, 120, 118, 2
1202, 120, 121, 3
1210, 121, 115, 5
1211, 121, 120, 3
1212, 121, 122, 3
1220, 122, 117, 2
1221, 122, 119, 2
1222, 122, 121, 3
